# delta; F_drive; F_brake; gamma_y
-0.00222; 81.42557; -0.00006; -1.94907
-0.00184; 81.40839; -0.00006; -1.52639
-0.00144; 81.39645; -0.00006; -1.16169
-0.00110; 81.38925; -0.00006; -0.87530
-0.00082; 81.38503; -0.00006; -0.65408
-0.00059; 81.38259; -0.00006; -0.48372
-0.00029; 81.38093; -0.00006; -0.33128
0.00281; 81.38871; -0.00006; 0.36460
0.01007; 81.50790; -0.00006; 1.59941
0.00590; 81.40512; -0.00006; -0.28159
-0.00210; 81.44674; -0.00006; -2.44597
-0.00252; 81.43659; -0.00006; -2.16183
-0.00206; 81.41458; -0.00006; -1.67814
-0.00159; 81.39982; -0.00006; -1.26997
-0.00121; 81.39110; -0.00006; -0.95333
-0.00091; 81.38605; -0.00006; -0.71039
-0.00061; 81.38292; -0.00006; -0.51285
0.00150; 81.38150; -0.00006; 0.02001
0.01381; 81.63726; -0.00006; 2.44885
0.01095; 81.48307; -0.00006; 0.44746
-0.00282; 81.50970; -0.00006; -3.42048
-0.00357; 81.49403; -0.00006; -3.06583
-0.00291; 81.44970; -0.00006; -2.37962
-0.00223; 81.41990; -0.00006; -1.79943
-0.00169; 81.40250; -0.00006; -1.35333
-0.00128; 81.39256; -0.00006; -1.01506
-0.00096; 81.38690; -0.00006; -0.75881
-0.00072; 81.38370; -0.00006; -0.56544
-0.00054; 81.38192; -0.00006; -0.42078
-0.00040; 81.38093; -0.00006; -0.31314
-0.00030; 81.38038; -0.00006; -0.23276
-0.00022; 81.38006; -0.00006; -0.17159
-0.00005; 81.37980; -0.00006; -0.10365
0.00233; 81.38693; -0.00006; 0.40408
0.01235; 81.58953; -0.00006; 2.25309
0.00936; 81.45495; -0.00006; 0.36806
-0.00244; 81.47610; -0.00006; -2.94390
-0.00305; 81.46375; -0.00006; -2.63028
-0.00249; 81.43128; -0.00006; -2.04362
-0.00191; 81.40940; -0.00006; -1.54717
-0.00145; 81.39656; -0.00006; -1.16393
-0.00109; 81.38918; -0.00006; -0.87241
-0.00082; 81.38499; -0.00006; -0.65175
-0.00061; 81.38263; -0.00006; -0.48599
-0.00045; 81.38133; -0.00006; -0.36265
