# traj_x; traj_y
-5.95350; -26.09509
-6.95213; -26.17867
-7.95089; -26.26219
-8.94986; -26.34560
-9.94847; -26.42871
-10.94561; -26.51164
-11.94083; -26.59506
-12.93383; -26.68220
-13.92426; -26.77584
-14.91221; -26.87330
-15.89784; -26.97204
-16.88107; -27.07241
-17.86163; -27.17669
-18.83918; -27.28763
-19.81326; -27.40851
-20.78340; -27.54182
-21.75024; -27.68214
-22.71464; -27.82398
-23.67687; -27.96736
-24.63648; -28.11664
-25.59119; -28.28491
-26.53942; -28.47858
-27.48335; -28.68563
-28.42538; -28.89645
-29.36579; -29.11225
-30.29991; -29.35222
-31.22200; -29.63261
-32.13545; -29.93556
-33.04547; -30.24207
-33.95310; -30.54951
-34.85857; -30.85828
-35.76059; -31.17295
-36.64555; -31.52540
-37.50272; -31.93385
-38.34350; -32.36761
-39.17714; -32.80695
-39.99891; -33.26159
-40.80141; -33.74369
-41.58879; -34.24483
-42.36278; -34.76218
-43.11903; -35.30212
-43.86252; -35.85787
-44.57564; -36.45131
-45.23688; -37.10320
-45.86728; -37.78474
-46.48125; -38.47963
-47.07201; -39.19226
-47.64867; -39.91203
-48.22167; -40.63076
-48.78807; -41.35271
-49.32135; -42.09678
-49.79575; -42.87538
-50.23276; -43.67158
-50.64235; -44.47964
-51.00998; -45.30626
-51.34480; -46.14754
-51.62825; -47.00521
-51.83134; -47.87591
-51.97853; -48.74308
-52.08302; -49.59831
-52.12021; -50.43750
-52.07244; -51.25119
-51.94096; -52.02836
-51.73637; -52.76217
-51.46527; -53.44787
-51.12910; -54.09571
-50.72904; -54.72721
-50.25443; -55.33877
-49.70368; -55.91959
-49.09023; -56.47172
-48.42098; -56.99146
-47.70332; -57.47510
-46.94408; -57.91692
-46.15350; -58.31701
-45.33762; -58.66514
-44.50073; -58.95212
-43.64331; -59.17903
-42.76572; -59.34584
-41.87352; -59.47337
-40.96899; -59.58537
-40.04974; -59.67292
-39.11565; -59.71456
-38.16991; -59.72827
-37.21407; -59.73446
-36.24930; -59.72108
-35.28265; -59.67176
-34.32147; -59.59325
-33.36579; -59.50413
-32.41383; -59.41235
-31.46474; -59.31705
-30.52335; -59.18311
-29.59600; -58.98396
-28.67881; -58.75153
-27.76596; -58.51317
-26.85522; -58.27230
-25.94584; -58.02585
-25.04234; -57.75297
-24.15058; -57.43632
-23.26619; -57.09415
-22.38381; -56.74296
-21.50346; -56.38268
-20.62344; -56.01711
-19.74167; -55.64978
-18.85733; -55.28114
-17.96962; -54.91124
-17.07822; -54.53990
-16.18092; -54.16524
-15.27395; -53.78566
-14.35643; -53.40152
-13.42917; -53.01341
-12.49362; -52.62180
-11.55169; -52.22735
-10.60556; -51.83092
-9.65756; -51.43342
-8.70994; -51.03586
-7.76463; -50.63950
-6.82253; -50.24557
-5.88408; -49.85385
-4.94998; -49.46409
-4.02081; -49.07652
-3.09698; -48.69136
-2.17883; -48.30878
-1.26667; -47.92890
-0.36072; -47.55176
0.53893; -47.17737
1.43228; -46.80587
2.32029; -46.43742
3.20555; -46.07341
4.08999; -45.71531
4.97381; -45.36142
5.85787; -45.01132
6.74788; -44.67806
7.64845; -44.37476
8.55806; -44.09896
9.47489; -43.84633
10.39582; -43.60685
11.31899; -43.37211
12.24750; -43.15177
13.18399; -42.95669
14.12621; -42.77804
15.07185; -42.60314
16.02109; -42.42876
16.97476; -42.25476
17.93390; -42.08273
18.90056; -41.92443
19.87615; -41.79059
20.85768; -41.67306
21.84111; -41.57422
22.82409; -41.50470
23.80356; -41.45394
24.77740; -41.41271
25.74386; -41.40646
26.69878; -41.45788
27.63918; -41.54369
28.56389; -41.65070
29.47022; -41.78889
30.35527; -41.96345
31.21587; -42.17827
32.05182; -42.42619
32.86419; -42.70200
33.64811; -43.01904
34.39694; -43.38875
35.11740; -43.79468
35.82000; -44.22404
36.49655; -44.69708
37.13607; -45.22972
37.75378; -45.80926
38.34517; -46.44105
38.88505; -47.13452
39.38227; -47.86862
39.84134; -48.63125
40.24458; -49.42412
40.58236; -50.24165
40.83257; -51.08060
40.99963; -51.92638
41.11415; -52.76417
41.18669; -53.59103
41.20766; -54.41627
41.15647; -55.24606
41.02649; -56.07134
40.83933; -56.88625
40.59846; -57.68497
40.27938; -58.44782
39.89059; -59.16394
39.44414; -59.82642
38.94087; -60.42222
38.39057; -60.94274
37.80007; -61.39973
37.16426; -61.81790
36.47701; -62.20515
35.73607; -62.56132
34.94248; -62.88625
34.10090; -63.18299
33.21799; -63.45977
32.30113; -63.73127
31.35752; -64.01955
30.39174; -64.32480
29.40902; -64.63367
28.41394; -64.94727
27.41064; -65.26493
26.40440; -65.58505
25.40117; -65.90566
24.40717; -66.22470
23.42827; -66.54003
22.46962; -66.84974
21.53490; -67.15263
20.62686; -67.44903
19.73975; -67.74189
18.86103; -68.03278
17.98447; -68.32240
17.10671; -68.61250
16.22598; -68.90844
15.34166; -69.21477
14.45153; -69.52841
13.55338; -69.84580
12.64647; -70.16665
11.73060; -70.49096
10.80596; -70.81862
9.87302; -71.14942
8.93252; -71.48307
7.98536; -71.81925
7.03258; -72.15752
6.07525; -72.49742
5.11449; -72.83847
4.15136; -73.18021
3.18685; -73.52213
2.22154; -73.86362
1.25736; -74.20313
0.29654; -74.54031
-0.66090; -74.87594
-1.61547; -75.21049
-2.56761; -75.54417
-3.51772; -75.87718
-4.46619; -76.20967
-5.41335; -76.54177
-6.35948; -76.87360
-7.30485; -77.20524
-8.24967; -77.53675
-9.19414; -77.86820
-10.13843; -78.19962
-11.08266; -78.53105
-12.02696; -78.86250
-12.97143; -79.19399
-13.91616; -79.52554
-14.86121; -79.85715
-15.80668; -80.18880
-16.75268; -80.52041
-17.69892; -80.85174
-18.64458; -81.18256
-19.58905; -81.51278
-20.53189; -81.84231
-21.47263; -82.17111
-22.41083; -82.49925
-23.34605; -82.82703
-24.27757; -83.15576
-25.20229; -83.49351
-26.11720; -83.84729
-27.02432; -84.20994
-27.92608; -84.57437
-28.82100; -84.94427
-29.70725; -85.32394
-30.58613; -85.71022
-31.45617; -86.10665
-32.31421; -86.51976
-33.16415; -86.94173
-34.01109; -87.36438
-34.85711; -87.78695
-35.70364; -88.20998
-36.55425; -88.63593
-37.41330; -89.06673
-38.28227; -89.50263
-39.16161; -89.94382
-40.05138; -90.39054
-40.95130; -90.84288
-41.86080; -91.30072
-42.77905; -91.76382
-43.70501; -92.23182
-44.63709; -92.70460
-45.57276; -93.18206
-46.50794; -93.66085
-47.43759; -94.13685
-48.35642; -94.60666
-49.25936; -95.06743
-50.14207; -95.51694
-51.00129; -95.95378
-51.83529; -96.37745
-52.64459; -96.78837
-53.43183; -97.18690
-54.21140; -97.57467
-55.00909; -97.93378
