# delta; F_drive; F_brake; gamma_y
-0.26180; 0.00001; -466.28696; 55.95396
-0.26180; 0.00001; -435.27182; 67.96982
-0.26180; 0.00001; -399.19356; 77.68266
-0.26180; 0.00001; -363.49472; 84.91258
-0.26180; 0.00001; -331.55587; 90.07548
-0.26180; 0.00001; -304.53877; 93.72291
-0.26180; 0.00001; -282.32180; 96.31734
-0.26180; 0.00001; -264.32406; 98.18617
-0.26180; 0.00002; -249.93915; 99.54444
-0.26180; 0.00002; -238.65966; 100.53152
-0.08997; 0.00003; -155.44194; 103.13725
0.08405; 0.00004; -133.11968; 101.17324
0.26180; 0.00003; -141.90085; 96.32449
0.26180; 0.00003; -141.63223; 96.35679
0.05802; 0.00004; -131.81956; 101.80486
-0.17037; 0.00003; -170.06045; 103.70217
-0.03316; 297.56340; -0.00001; 101.17814
-0.01116; 332.45499; -0.00001; 98.94966
0.02161; 378.82253; -0.00001; 95.56206
0.05932; 429.85637; -0.00001; 91.15430
0.09512; 475.93249; -0.00001; 86.49692
0.12474; 511.36849; -0.00001; 82.45381
0.14759; 536.42435; -0.00000; 79.35745
0.16498; 554.00336; -0.00000; 77.07596
0.17854; 566.92528; -0.00000; 75.34022
0.18956; 577.16970; -0.00000; 73.91694
0.19895; 585.98143; -0.00000; 72.64287
0.20733; 594.12404; -0.00000; 71.41027
0.21513; 602.07807; -0.00000; 70.14607
0.22267; 610.16352; -0.00000; 68.79647
0.23022; 618.60633; -0.00000; 67.31770
0.23797; 627.56737; -0.00000; 65.67210
0.24613; 637.15698; -0.00000; 63.82614
0.25487; 647.44920; -0.00000; 61.74813
0.26152; 657.74515; -0.00000; 59.39003
0.26172; 666.87636; -0.00000; 56.68075
0.25845; 675.57046; -0.00000; 53.57867
0.19744; 672.43647; -0.00000; 48.31777
0.12950; 674.13874; -0.00000; 39.00506
0.09479; 680.93259; -0.00000; 29.74041
0.07360; 686.32844; -0.00000; 21.44413
0.05945; 689.52889; -0.00000; 14.32553
0.04983; 690.96146; -0.00000; 8.39563
0.04347; 691.22358; -0.00000; 3.54462
0.03965; 690.79781; -0.00000; -0.39413
0.03785; 690.00794; -0.00000; -3.59686
0.03773; 689.04850; -0.00000; -6.22646
0.03899; 688.02228; -0.00000; -8.42775
0.04138; 686.96501; -0.00000; -10.33374
0.04458; 685.85038; -0.00000; -12.07992
0.04814; 684.56836; -0.00000; -13.82948
0.05124; 682.85429; -0.00000; -15.82169
0.05234; 680.09995; -0.00000; -18.48085
0.04793; 674.80985; -0.00000; -22.70632
0.02362; 660.75352; -0.00000; -32.06550
-0.07010; 627.66650; -0.00000; -52.43854
-0.16376; 201.69631; -0.00002; -61.90733
-0.22352; 183.29003; -0.00002; -63.57987
-0.21836; 180.12694; -0.00003; -62.48984
-0.21094; 175.73755; -0.00003; -60.94708
-0.20016; 169.79559; -0.00003; -58.84939
-0.18407; 161.68380; -0.00003; -55.96620
-0.15169; 147.83068; -0.00003; -51.10232
